doc_id,domain,title,source_type,language,n_sections,n_tokens,n_chunks,avg_chunk_tokens,created_at_utc,last_updated_at_utc,is_active,contains_tables,pii_risk_level,security_tier,embedding_model,owner_team,search_index,top_keywords
DOC0339,product_docs,Feature reference: Limits (2024 EMEA rollout),spreadsheet,en,14,565,7,80.71,2024-04-05T00:00:00Z,2024-08-19T00:00:00Z,1,1,low,internal,e5-mistral-7b,engineering,research_index_v1,"plan, pricing, subscription, limits"
DOC0340,medical_guides,Medication and monitoring guide — Treatment,notebook,en,17,312,4,78.0,2024-10-10T00:00:00Z,2025-03-17T00:00:00Z,1,0,medium,restricted,e5-mistral-7b,support,research_index_v1,"side effects, treatment, monitoring, dosage"
DOC0341,policies,Data and access policy — 2023 update,internal_doc,en,8,821,11,74.64,2024-06-27T00:00:00Z,2024-10-23T00:00:00Z,1,1,none,public,gte-large,data,policy_index_v1,"terms, privacy, usage, policy"
DOC0342,research_papers,Experimental study: Methodology in production systems,spreadsheet,en,26,2387,32,74.59,2024-06-11T00:00:00Z,2024-09-23T00:00:00Z,1,1,none,internal,e5-mistral-7b,legal,global_qa_index_v1,"methodology, dataset, limitation, results"
DOC0343,financial_reports,Business performance review — Q2 2021,policy_file,en,16,1773,25,70.92,2024-02-26T00:00:00Z,2024-07-09T00:00:00Z,1,0,low,highly_restricted,text-embedding-3-small,engineering,product_index_v2,"margin, revenue, segment, cost"
DOC0344,product_docs,Admin guide for plan and advanced settings,notebook,en,12,741,9,82.33,2024-10-07T00:00:00Z,2025-02-27T00:00:00Z,1,0,none,public,gte-large,legal,product_index_v2,"limits, plan, subscription, features"
DOC0345,research_papers,Internal research report on dataset and limitation (2022),policy_file,en,25,694,9,77.11,2024-07-27T00:00:00Z,2024-12-12T00:00:00Z,1,0,none,restricted,text-embedding-3-large,finance,policy_index_v1,"limitation, results, dataset, methodology"
DOC0346,medical_guides,Medication and monitoring guide — Side effects,pdf_manual,en,26,234,3,78.0,2024-05-31T00:00:00Z,2024-08-30T00:00:00Z,1,1,none,restricted,e5-mistral-7b,engineering,global_qa_index_v1,"treatment, symptoms, side effects, dosage"
DOC0347,developer_docs,Developer integration guide — Endpoint and Api,wiki_page,en,8,912,11,82.91,2024-03-25T00:00:00Z,2024-04-03T00:00:00Z,1,1,none,restricted,gte-large,product,product_index_v2,"api, request, endpoint, authentication"
DOC0348,developer_docs,Service-to-service auth and authentication — engineering guide 2025,web_article,en,13,673,8,84.12,2024-11-10T00:00:00Z,2025-03-19T00:00:00Z,1,0,none,public,bge-m3,support,product_index_v2,"api, authentication, endpoint, request"
DOC0349,product_docs,Product configuration guide — Features and Plan,notebook,en,19,748,9,83.11,2024-04-14T00:00:00Z,2024-09-25T00:00:00Z,1,0,low,internal,all-minilm-l12-v2,data,global_qa_index_v1,"limits, plan, features, pricing"
DOC0350,support_faq,Support playbook: handling ticket and steps tickets (2021),web_article,en,11,283,3,94.33,2024-04-12T00:00:00Z,2024-10-08T00:00:00Z,1,1,none,public,all-minilm-l12-v2,engineering,product_index_v2,"issue, troubleshooting, ticket, steps"
DOC0351,product_docs,Feature reference: Subscription (2022 Global rollout),pdf_manual,en,4,1562,19,82.21,2024-06-09T00:00:00Z,2024-10-28T00:00:00Z,1,1,low,public,all-minilm-l12-v2,legal,global_qa_index_v1,"plan, limits, subscription, pricing"
DOC0352,product_docs,Feature reference: Features (2019 AMER rollout),notebook,en,3,1149,14,82.07,2024-02-22T00:00:00Z,2024-03-16T00:00:00Z,1,0,none,internal,gte-large,engineering,research_index_v1,"limits, features, plan, pricing"
DOC0353,developer_docs,Developer integration guide — Response and Api,spreadsheet,en,5,247,3,82.33,2024-09-18T00:00:00Z,2025-01-26T00:00:00Z,1,1,none,internal,text-embedding-3-small,engineering,global_qa_index_v1,"endpoint, response, authentication, api"
DOC0354,medical_guides,Medication and monitoring guide — Dosage,internal_doc,en,18,2251,29,77.62,2024-02-28T00:00:00Z,2024-05-01T00:00:00Z,0,0,low,internal,bge-m3,product,policy_index_v1,"side effects, monitoring, dosage, symptoms"
DOC0355,medical_guides,Medication and monitoring guide — Symptoms,internal_doc,en,23,1003,13,77.15,2024-10-10T00:00:00Z,2025-01-11T00:00:00Z,1,0,medium,highly_restricted,text-embedding-3-small,data,research_index_v1,"side effects, symptoms, monitoring, dosage"
DOC0356,hr_policies,"HR guideline on contract for permanent staff (AMER, 2024)",internal_doc,en,6,232,3,77.33,2024-04-13T00:00:00Z,2024-07-27T00:00:00Z,0,1,medium,restricted,bge-m3,marketing,policy_index_v1,"contract, performance, probation, benefits"
DOC0357,policies,Information governance standard — Compliance,policy_file,en,23,461,6,76.83,2024-12-09T00:00:00Z,2025-03-27T00:00:00Z,0,0,none,public,text-embedding-3-large,legal,research_index_v1,"policy, compliance, privacy, usage"
DOC0358,research_papers,Internal research report on results and methodology (2023),spreadsheet,en,14,383,5,76.6,2024-01-25T00:00:00Z,2024-06-18T00:00:00Z,1,0,none,restricted,e5-mistral-7b,product,product_index_v2,"dataset, methodology, baseline, results"
DOC0359,policies,Information governance standard — Policy,policy_file,en,19,287,4,71.75,2024-06-18T00:00:00Z,2024-09-10T00:00:00Z,1,0,low,restricted,all-minilm-l12-v2,finance,global_qa_index_v1,"privacy, policy, compliance, usage"
DOC0360,financial_reports,Business performance review — Q1 2019,pdf_manual,en,6,282,4,70.5,2024-12-05T00:00:00Z,2025-03-23T00:00:00Z,1,0,none,restricted,bge-m3,finance,product_index_v2,"cost, segment, margin, revenue"
DOC0361,policies,Information governance standard — Terms,web_article,en,9,149,2,74.5,2024-12-07T00:00:00Z,2025-03-13T00:00:00Z,1,0,none,internal,text-embedding-3-small,support,product_index_v2,"terms, privacy, policy, compliance"
DOC0362,hr_policies,"HR guideline on contract for permanent staff (AMER, 2021)",pdf_manual,en,21,388,5,77.6,2024-08-07T00:00:00Z,2024-08-30T00:00:00Z,1,0,none,restricted,e5-mistral-7b,legal,product_index_v2,"probation, performance, leave, contract"
DOC0363,policies,Data and access policy — 2020 update,notebook,en,21,233,3,77.67,2024-06-13T00:00:00Z,2024-07-29T00:00:00Z,1,0,low,internal,bge-m3,support,research_index_v1,"policy, compliance, privacy, usage"
DOC0364,financial_reports,Quarterly financial summary — Q4 2025 (Global),wiki_page,en,14,653,9,72.56,2024-05-21T00:00:00Z,2024-06-11T00:00:00Z,1,0,none,restricted,gte-large,data,product_index_v2,"cost, revenue, margin, segment"
DOC0365,research_papers,Internal research report on methodology and dataset (2025),policy_file,en,16,382,5,76.4,2024-05-25T00:00:00Z,2024-06-21T00:00:00Z,1,1,none,public,text-embedding-3-large,marketing,global_qa_index_v1,"dataset, baseline, limitation, methodology"
DOC0366,support_faq,Support playbook: handling troubleshooting and reset tickets (2020),policy_file,en,12,659,7,94.14,2024-10-01T00:00:00Z,2024-11-03T00:00:00Z,1,0,none,restricted,text-embedding-3-large,legal,policy_index_v1,"reset, troubleshooting, issue, steps"
DOC0367,product_docs,Feature reference: Subscription (2025 AMER rollout),policy_file,en,8,656,8,82.0,2024-03-11T00:00:00Z,2024-03-22T00:00:00Z,1,0,none,public,bge-m3,product,global_qa_index_v1,"plan, pricing, subscription, features"
DOC0368,hr_policies,People operations handbook — Contract & Performance (2023),internal_doc,en,22,1150,15,76.67,2024-01-02T00:00:00Z,2024-03-26T00:00:00Z,1,0,none,internal,text-embedding-3-large,data,research_index_v1,"benefits, contract, performance, leave"
DOC0369,research_papers,Applied research summary — Dataset (2025),spreadsheet,en,21,1511,20,75.55,2024-02-22T00:00:00Z,2024-04-08T00:00:00Z,1,0,none,public,text-embedding-3-large,engineering,global_qa_index_v1,"dataset, baseline, limitation, results"
DOC0370,product_docs,Product configuration guide — Subscription and Features,spreadsheet,en,4,845,10,84.5,2024-11-17T00:00:00Z,2025-02-14T00:00:00Z,1,1,low,public,text-embedding-3-small,finance,global_qa_index_v1,"subscription, limits, features, plan"
DOC0371,financial_reports,Business performance review — Q1 2019,web_article,en,4,1063,15,70.87,2024-03-08T00:00:00Z,2024-08-28T00:00:00Z,1,0,none,restricted,gte-large,data,global_qa_index_v1,"margin, forecast, revenue, segment"
DOC0372,product_docs,Admin guide for pricing and advanced settings,internal_doc,en,16,250,3,83.33,2024-10-30T00:00:00Z,2025-04-08T00:00:00Z,1,1,none,public,gte-large,marketing,product_index_v2,"limits, plan, subscription, pricing"
DOC0373,financial_reports,Quarterly financial summary — Q1 2024 (Global),wiki_page,en,25,361,5,72.2,2024-07-16T00:00:00Z,2024-12-27T00:00:00Z,1,0,low,public,text-embedding-3-small,support,policy_index_v1,"cost, segment, margin, forecast"
DOC0374,hr_policies,People operations handbook — Benefits & Contract (2023),notebook,en,18,152,2,76.0,2024-10-16T00:00:00Z,2024-10-30T00:00:00Z,1,0,none,public,text-embedding-3-small,data,policy_index_v1,"leave, probation, benefits, contract"
DOC0375,policies,"Company policy on terms and compliance (EMEA, 2024)",spreadsheet,en,16,537,7,76.71,2024-03-07T00:00:00Z,2024-05-31T00:00:00Z,1,1,none,public,gte-large,engineering,research_index_v1,"privacy, terms, usage, compliance"
DOC0376,support_faq,Support playbook: handling ticket and issue tickets (2021),spreadsheet,en,3,465,5,93.0,2024-12-07T00:00:00Z,2025-04-02T00:00:00Z,1,0,none,internal,e5-mistral-7b,data,policy_index_v1,"steps, ticket, issue, troubleshooting"
DOC0377,product_docs,Product configuration guide — Pricing and Plan,pdf_manual,en,19,332,4,83.0,2024-08-08T00:00:00Z,2024-09-14T00:00:00Z,1,0,medium,public,bge-m3,product,policy_index_v1,"plan, pricing, limits, subscription"
DOC0378,developer_docs,Service-to-service auth and endpoint — engineering guide 2022,wiki_page,en,14,1329,16,83.06,2024-07-06T00:00:00Z,2024-09-04T00:00:00Z,1,1,none,public,e5-mistral-7b,support,policy_index_v1,"endpoint, api, request, response"
DOC0379,policies,"Company policy on privacy and policy (EMEA, 2022)",spreadsheet,en,16,1449,19,76.26,2024-04-04T00:00:00Z,2024-04-28T00:00:00Z,1,0,none,internal,text-embedding-3-small,data,research_index_v1,"policy, compliance, usage, privacy"
DOC0380,policies,Information governance standard — Terms,notebook,en,11,452,6,75.33,2024-09-25T00:00:00Z,2025-02-20T00:00:00Z,0,1,low,public,all-minilm-l12-v2,product,global_qa_index_v1,"terms, privacy, compliance, policy"
DOC0381,financial_reports,Revenue and margin analysis — 2020 Global,pdf_manual,en,7,2113,29,72.86,2024-01-21T00:00:00Z,2024-07-16T00:00:00Z,0,1,low,highly_restricted,e5-mistral-7b,product,research_index_v1,"forecast, margin, segment, revenue"
DOC0382,developer_docs,API reference: Endpoint endpoint (2021),notebook,en,20,393,5,78.6,2024-09-23T00:00:00Z,2024-12-23T00:00:00Z,1,0,none,public,all-minilm-l12-v2,hr,policy_index_v1,"response, endpoint, api, request"
DOC0383,hr_policies,"HR guideline on leave for permanent staff (AMER, 2025)",wiki_page,en,18,703,9,78.11,2024-08-06T00:00:00Z,2024-12-24T00:00:00Z,1,0,none,public,e5-mistral-7b,hr,global_qa_index_v1,"contract, probation, leave, performance"
DOC0384,financial_reports,Quarterly financial summary — Q1 2021 (APAC),wiki_page,en,14,215,3,71.67,2024-09-18T00:00:00Z,2024-10-15T00:00:00Z,1,1,none,restricted,e5-mistral-7b,finance,global_qa_index_v1,"forecast, segment, margin, revenue"
DOC0385,research_papers,Applied research summary — Limitation (2023),wiki_page,en,9,743,10,74.3,2024-06-21T00:00:00Z,2024-11-01T00:00:00Z,1,1,none,internal,all-minilm-l12-v2,finance,product_index_v2,"limitation, methodology, results, dataset"
DOC0386,medical_guides,Treatment protocol overview — Dosage (EMEA),internal_doc,en,11,1085,14,77.5,2024-02-22T00:00:00Z,2024-07-14T00:00:00Z,1,0,none,internal,gte-large,product,policy_index_v1,"monitoring, dosage, side effects, symptoms"
DOC0387,support_faq,"Reset and Troubleshooting support guide (AMER, 2023)",notebook,en,22,839,9,93.22,2024-07-09T00:00:00Z,2024-11-15T00:00:00Z,1,0,low,public,all-minilm-l12-v2,hr,policy_index_v1,"steps, ticket, troubleshooting, reset"
DOC0388,developer_docs,Developer integration guide — Response and Request,policy_file,en,21,327,4,81.75,2024-02-02T00:00:00Z,2024-05-07T00:00:00Z,1,1,medium,internal,all-minilm-l12-v2,hr,product_index_v2,"request, endpoint, authentication, response"
DOC0389,research_papers,Experimental study: Methodology in production systems,spreadsheet,en,23,295,4,73.75,2024-02-08T00:00:00Z,2024-07-14T00:00:00Z,1,1,low,restricted,e5-mistral-7b,data,product_index_v2,"dataset, methodology, results, limitation"
DOC0390,research_papers,Experimental study: Results in production systems,internal_doc,en,18,216,3,72.0,2024-05-18T00:00:00Z,2024-06-28T00:00:00Z,1,0,low,internal,gte-large,engineering,product_index_v2,"results, dataset, limitation, methodology"
DOC0391,medical_guides,Treatment protocol overview — Monitoring (APAC),pdf_manual,en,10,150,2,75.0,2024-10-13T00:00:00Z,2024-12-07T00:00:00Z,1,1,none,internal,gte-large,support,research_index_v1,"dosage, monitoring, symptoms, treatment"
DOC0392,research_papers,Experimental study: Results in production systems,pdf_manual,en,22,1332,18,74.0,2024-12-07T00:00:00Z,2025-01-19T00:00:00Z,1,0,low,restricted,text-embedding-3-large,hr,global_qa_index_v1,"methodology, results, baseline, dataset"
DOC0393,developer_docs,Service-to-service auth and api — engineering guide 2020,web_article,en,24,254,3,84.67,2024-08-09T00:00:00Z,2024-11-20T00:00:00Z,1,0,none,internal,bge-m3,engineering,global_qa_index_v1,"response, api, request, authentication"
DOC0394,product_docs,Product configuration guide — Plan and Subscription,internal_doc,en,23,582,7,83.14,2024-11-22T00:00:00Z,2025-04-27T00:00:00Z,1,1,low,internal,text-embedding-3-small,product,policy_index_v1,"subscription, pricing, features, plan"
DOC0395,developer_docs,Service-to-service auth and endpoint — engineering guide 2019,policy_file,en,16,418,5,83.6,2024-06-02T00:00:00Z,2024-08-24T00:00:00Z,1,0,none,internal,e5-mistral-7b,product,global_qa_index_v1,"response, api, endpoint, authentication"
DOC0396,financial_reports,Quarterly financial summary — Q1 2022 (Global),spreadsheet,en,22,361,5,72.2,2024-10-16T00:00:00Z,2025-02-10T00:00:00Z,1,1,none,internal,all-minilm-l12-v2,marketing,policy_index_v1,"segment, margin, cost, revenue"
DOC0397,support_faq,"How to issue — internal support article (AMER, 2025)",internal_doc,en,13,378,4,94.5,2024-12-05T00:00:00Z,2025-01-03T00:00:00Z,1,1,low,public,all-minilm-l12-v2,legal,global_qa_index_v1,"troubleshooting, ticket, steps, issue"
DOC0398,support_faq,"Troubleshooting and Reset support guide (EMEA, 2021)",wiki_page,en,16,837,9,93.0,2024-01-06T00:00:00Z,2024-05-17T00:00:00Z,1,0,none,public,all-minilm-l12-v2,engineering,global_qa_index_v1,"reset, troubleshooting, steps, issue"
DOC0399,policies,Information governance standard — Policy,pdf_manual,en,21,514,7,73.43,2024-04-29T00:00:00Z,2024-06-12T00:00:00Z,1,0,none,public,text-embedding-3-large,data,product_index_v2,"privacy, policy, compliance, terms"
DOC0400,policies,Information governance standard — Terms,spreadsheet,en,23,369,5,73.8,2024-08-17T00:00:00Z,2024-09-10T00:00:00Z,0,1,medium,internal,text-embedding-3-large,marketing,research_index_v1,"usage, compliance, terms, policy"
DOC0401,financial_reports,Quarterly financial summary — Q4 2021 (AMER),notebook,en,16,507,7,72.43,2024-03-05T00:00:00Z,2024-06-15T00:00:00Z,1,1,low,internal,text-embedding-3-small,legal,product_index_v2,"segment, forecast, cost, revenue"
DOC0402,support_faq,"Reset and Issue support guide (Global, 2019)",notebook,en,17,185,2,92.5,2024-09-16T00:00:00Z,2024-10-29T00:00:00Z,1,0,low,public,gte-large,legal,product_index_v2,"issue, steps, troubleshooting, reset"
DOC0403,research_papers,Applied research summary — Methodology (2022),wiki_page,en,25,515,7,73.57,2024-11-20T00:00:00Z,2024-11-29T00:00:00Z,1,1,none,restricted,all-minilm-l12-v2,legal,policy_index_v1,"baseline, limitation, methodology, results"
DOC0404,hr_policies,"HR guideline on performance for permanent staff (AMER, 2021)",policy_file,en,19,385,5,77.0,2024-12-17T00:00:00Z,2025-03-06T00:00:00Z,1,0,low,restricted,bge-m3,product,global_qa_index_v1,"contract, leave, performance, benefits"
DOC0405,product_docs,Feature reference: Limits (2019 AMER rollout),policy_file,en,5,903,11,82.09,2024-12-12T00:00:00Z,2024-12-15T00:00:00Z,1,0,low,internal,all-minilm-l12-v2,finance,product_index_v2,"subscription, limits, features, plan"
DOC0406,developer_docs,Developer integration guide — Request and Api,pdf_manual,en,25,2056,25,82.24,2024-12-11T00:00:00Z,2025-01-07T00:00:00Z,1,0,none,restricted,text-embedding-3-large,marketing,global_qa_index_v1,"request, endpoint, authentication, api"
DOC0407,policies,"Company policy on usage and policy (Global, 2019)",wiki_page,en,6,472,6,78.67,2024-06-27T00:00:00Z,2024-08-16T00:00:00Z,1,0,low,public,gte-large,marketing,global_qa_index_v1,"usage, policy, privacy, compliance"
DOC0408,hr_policies,"HR guideline on benefits for permanent staff (EMEA, 2019)",spreadsheet,en,21,778,10,77.8,2024-01-08T00:00:00Z,2024-06-26T00:00:00Z,0,0,low,highly_restricted,text-embedding-3-large,product,research_index_v1,"contract, benefits, probation, leave"
DOC0409,medical_guides,Treatment protocol overview — Monitoring (Global),policy_file,en,18,698,9,77.56,2024-01-19T00:00:00Z,2024-05-07T00:00:00Z,1,1,none,restricted,e5-mistral-7b,legal,research_index_v1,"treatment, dosage, monitoring, side effects"
DOC0410,developer_docs,Service-to-service auth and endpoint — engineering guide 2024,notebook,en,19,1502,18,83.44,2024-07-04T00:00:00Z,2024-10-29T00:00:00Z,1,0,none,restricted,e5-mistral-7b,finance,research_index_v1,"endpoint, response, authentication, api"
DOC0411,hr_policies,"HR guideline on performance for permanent staff (APAC, 2024)",wiki_page,en,25,157,2,78.5,2024-08-25T00:00:00Z,2024-11-24T00:00:00Z,1,1,none,restricted,text-embedding-3-small,support,global_qa_index_v1,"contract, probation, benefits, performance"
DOC0412,medical_guides,Medication and monitoring guide — Treatment,notebook,en,8,1008,13,77.54,2024-09-12T00:00:00Z,2024-11-09T00:00:00Z,1,0,low,public,text-embedding-3-small,legal,global_qa_index_v1,"side effects, dosage, treatment, symptoms"
DOC0413,hr_policies,Employee leave and benefits policy — EMEA 2025,notebook,en,6,454,6,75.67,2024-07-25T00:00:00Z,2024-09-18T00:00:00Z,1,0,low,restricted,gte-large,hr,global_qa_index_v1,"performance, leave, probation, benefits"
DOC0414,support_faq,"How to steps — internal support article (Global, 2023)",notebook,en,21,281,3,93.67,2024-04-08T00:00:00Z,2024-10-01T00:00:00Z,1,1,none,public,bge-m3,support,global_qa_index_v1,"troubleshooting, steps, ticket, reset"
DOC0415,support_faq,"How to issue — internal support article (APAC, 2024)",web_article,en,24,384,4,96.0,2024-11-05T00:00:00Z,2025-04-26T00:00:00Z,1,0,none,public,e5-mistral-7b,finance,global_qa_index_v1,"ticket, reset, issue, troubleshooting"
DOC0416,support_faq,Support playbook: handling issue and ticket tickets (2019),wiki_page,en,5,189,2,94.5,2024-01-28T00:00:00Z,2024-05-17T00:00:00Z,1,0,none,public,e5-mistral-7b,data,product_index_v2,"issue, reset, ticket, troubleshooting"
DOC0417,research_papers,Applied research summary — Dataset (2023),internal_doc,en,3,814,11,74.0,2024-08-20T00:00:00Z,2025-02-11T00:00:00Z,1,1,none,restricted,e5-mistral-7b,data,research_index_v1,"results, baseline, limitation, dataset"
DOC0418,support_faq,Support playbook: handling ticket and reset tickets (2020),spreadsheet,en,13,472,5,94.4,2024-10-25T00:00:00Z,2025-04-18T00:00:00Z,1,0,low,public,gte-large,support,research_index_v1,"ticket, issue, reset, troubleshooting"
DOC0419,developer_docs,Developer integration guide — Endpoint and Api,web_article,en,13,654,8,81.75,2024-09-24T00:00:00Z,2025-01-23T00:00:00Z,1,1,low,restricted,e5-mistral-7b,marketing,product_index_v2,"response, request, endpoint, api"
DOC0420,research_papers,Internal research report on methodology and baseline (2024),spreadsheet,en,16,305,4,76.25,2024-05-22T00:00:00Z,2024-10-12T00:00:00Z,1,0,none,public,bge-m3,hr,policy_index_v1,"methodology, dataset, limitation, baseline"
DOC0421,policies,Information governance standard — Policy,wiki_page,en,7,376,5,75.2,2024-06-09T00:00:00Z,2024-08-23T00:00:00Z,1,1,none,restricted,all-minilm-l12-v2,product,global_qa_index_v1,"privacy, compliance, policy, terms"
DOC0422,medical_guides,Treatment protocol overview — Monitoring (AMER),pdf_manual,en,23,533,7,76.14,2024-11-24T00:00:00Z,2025-05-08T00:00:00Z,1,1,none,highly_restricted,gte-large,marketing,research_index_v1,"dosage, side effects, monitoring, symptoms"
DOC0423,product_docs,Feature reference: Features (2024 EMEA rollout),pdf_manual,en,13,1145,14,81.79,2024-03-15T00:00:00Z,2024-04-04T00:00:00Z,1,0,none,public,text-embedding-3-small,finance,policy_index_v1,"pricing, features, subscription, plan"
DOC0424,hr_policies,People operations handbook — Leave & Performance (2020),wiki_page,en,7,532,7,76.0,2024-06-04T00:00:00Z,2024-10-12T00:00:00Z,1,0,low,public,text-embedding-3-large,engineering,product_index_v2,"contract, performance, probation, leave"
DOC0425,product_docs,Feature reference: Plan (2025 EMEA rollout),policy_file,en,4,654,8,81.75,2024-06-24T00:00:00Z,2024-11-17T00:00:00Z,1,1,low,restricted,text-embedding-3-small,legal,product_index_v2,"subscription, limits, features, plan"
DOC0426,financial_reports,Business performance review — Q1 2024,policy_file,en,22,708,10,70.8,2024-05-18T00:00:00Z,2024-07-05T00:00:00Z,1,0,low,highly_restricted,all-minilm-l12-v2,hr,research_index_v1,"revenue, cost, segment, margin"
DOC0427,developer_docs,API reference: Endpoint endpoint (2021),web_article,en,17,1516,19,79.79,2024-02-15T00:00:00Z,2024-03-11T00:00:00Z,1,1,none,internal,text-embedding-3-large,legal,research_index_v1,"authentication, request, api, endpoint"
DOC0428,developer_docs,Service-to-service auth and endpoint — engineering guide 2021,wiki_page,en,10,247,3,82.33,2024-11-16T00:00:00Z,2025-03-28T00:00:00Z,1,1,none,public,text-embedding-3-small,engineering,policy_index_v1,"api, endpoint, response, request"
DOC0429,support_faq,"How to reset — internal support article (EMEA, 2024)",pdf_manual,en,15,479,5,95.8,2024-03-17T00:00:00Z,2024-07-15T00:00:00Z,0,0,none,public,gte-large,engineering,global_qa_index_v1,"steps, troubleshooting, ticket, reset"
DOC0430,product_docs,Admin guide for subscription and advanced settings,notebook,en,11,660,8,82.5,2024-03-27T00:00:00Z,2024-07-23T00:00:00Z,1,1,low,public,bge-m3,legal,product_index_v2,"pricing, plan, features, subscription"
DOC0431,hr_policies,"HR guideline on contract for permanent staff (APAC, 2024)",notebook,en,15,464,6,77.33,2024-08-24T00:00:00Z,2025-02-11T00:00:00Z,1,0,medium,internal,text-embedding-3-large,legal,product_index_v2,"contract, benefits, performance, probation"
DOC0432,product_docs,Admin guide for plan and advanced settings,web_article,en,22,332,4,83.0,2024-06-02T00:00:00Z,2024-11-04T00:00:00Z,1,0,low,restricted,text-embedding-3-large,marketing,policy_index_v1,"plan, subscription, pricing, limits"
DOC0433,product_docs,Product configuration guide — Limits and Features,pdf_manual,en,25,249,3,83.0,2024-02-03T00:00:00Z,2024-07-18T00:00:00Z,1,0,none,public,e5-mistral-7b,finance,policy_index_v1,"features, limits, plan, subscription"
DOC0434,policies,"Company policy on policy and usage (APAC, 2019)",notebook,en,23,779,10,77.9,2024-04-09T00:00:00Z,2024-07-26T00:00:00Z,1,0,none,restricted,gte-large,finance,global_qa_index_v1,"usage, privacy, policy, compliance"
DOC0435,research_papers,Experimental study: Limitation in production systems,internal_doc,en,25,1268,17,74.59,2024-03-11T00:00:00Z,2024-07-23T00:00:00Z,1,0,medium,public,e5-mistral-7b,data,policy_index_v1,"dataset, methodology, limitation, results"
DOC0436,product_docs,Product configuration guide — Plan and Pricing,pdf_manual,en,20,333,4,83.25,2024-06-07T00:00:00Z,2024-11-11T00:00:00Z,1,0,none,public,text-embedding-3-large,marketing,global_qa_index_v1,"features, subscription, pricing, plan"
DOC0437,developer_docs,API reference: Api endpoint (2021),pdf_manual,en,6,560,7,80.0,2024-01-16T00:00:00Z,2024-05-30T00:00:00Z,1,1,low,public,gte-large,hr,product_index_v2,"endpoint, response, request, api"
DOC0438,medical_guides,Treatment protocol overview — Dosage (APAC),internal_doc,en,15,461,6,76.83,2024-02-02T00:00:00Z,2024-04-26T00:00:00Z,1,0,low,public,all-minilm-l12-v2,legal,research_index_v1,"treatment, monitoring, symptoms, dosage"
DOC0439,policies,Information governance standard — Usage,spreadsheet,en,7,739,10,73.9,2024-07-13T00:00:00Z,2024-12-23T00:00:00Z,1,1,none,public,e5-mistral-7b,data,research_index_v1,"compliance, privacy, policy, usage"
DOC0440,research_papers,Experimental study: Results in production systems,pdf_manual,en,7,671,9,74.56,2024-08-20T00:00:00Z,2024-12-04T00:00:00Z,1,1,none,highly_restricted,e5-mistral-7b,finance,research_index_v1,"results, dataset, methodology, baseline"
DOC0441,medical_guides,Clinical guidance on symptoms and treatment (2021 edition),spreadsheet,en,7,398,5,79.6,2024-10-21T00:00:00Z,2025-04-09T00:00:00Z,1,1,none,restricted,e5-mistral-7b,support,global_qa_index_v1,"symptoms, treatment, monitoring, dosage"
DOC0442,medical_guides,Treatment protocol overview — Symptoms (EMEA),wiki_page,en,14,309,4,77.25,2024-10-21T00:00:00Z,2025-02-12T00:00:00Z,1,0,low,internal,gte-large,data,global_qa_index_v1,"side effects, dosage, symptoms, treatment"
DOC0443,research_papers,Experimental study: Dataset in production systems,notebook,en,18,520,7,74.29,2024-06-08T00:00:00Z,2024-10-07T00:00:00Z,1,0,low,public,text-embedding-3-small,hr,research_index_v1,"dataset, baseline, limitation, results"
DOC0444,medical_guides,Medication and monitoring guide — Side effects,pdf_manual,en,13,708,9,78.67,2024-01-15T00:00:00Z,2024-02-19T00:00:00Z,1,0,low,internal,bge-m3,finance,product_index_v2,"treatment, dosage, symptoms, side effects"
DOC0445,research_papers,Applied research summary — Limitation (2022),wiki_page,en,16,218,3,72.67,2024-05-21T00:00:00Z,2024-08-30T00:00:00Z,1,1,none,internal,bge-m3,engineering,policy_index_v1,"baseline, limitation, dataset, methodology"
DOC0446,policies,Data and access policy — 2020 update,notebook,en,15,690,9,76.67,2024-11-08T00:00:00Z,2025-03-19T00:00:00Z,1,0,none,restricted,bge-m3,engineering,research_index_v1,"compliance, terms, privacy, usage"
DOC0447,product_docs,Feature reference: Limits (2019 APAC rollout),pdf_manual,en,20,650,8,81.25,2024-03-31T00:00:00Z,2024-09-05T00:00:00Z,1,1,low,internal,text-embedding-3-large,legal,global_qa_index_v1,"pricing, features, limits, plan"
DOC0448,medical_guides,Treatment protocol overview — Side effects (AMER),notebook,en,11,317,4,79.25,2024-12-21T00:00:00Z,2024-12-21T00:00:00Z,1,1,low,internal,e5-mistral-7b,hr,product_index_v2,"side effects, symptoms, monitoring, dosage"
DOC0449,policies,Data and access policy — 2025 update,policy_file,en,18,1516,20,75.8,2024-05-23T00:00:00Z,2024-11-06T00:00:00Z,1,0,low,public,all-minilm-l12-v2,engineering,product_index_v2,"privacy, policy, usage, terms"
DOC0450,developer_docs,API reference: Authentication endpoint (2022),web_article,en,26,162,2,81.0,2024-09-11T00:00:00Z,2024-09-16T00:00:00Z,1,0,none,public,gte-large,support,product_index_v2,"endpoint, request, authentication, response"
DOC0451,financial_reports,Business performance review — Q4 2020,web_article,en,3,282,4,70.5,2024-05-23T00:00:00Z,2024-08-10T00:00:00Z,1,1,none,public,text-embedding-3-large,marketing,policy_index_v1,"margin, segment, revenue, forecast"
